37568,3885,3797,1,317,317,1,318,317.594098473035,423,423,-1,422,423,19,41
37568,3885,3797,1,318,317.594098473035,0,318,317.594098473035,422,423,-1,421,423,19,41
37568,3885,3797,1,318,317.594098473035,1,319,318.160857861228,421,423,-1,420,423,19,41
37568,3885,3797,1,319,318.160857861228,0,319,318.160857861228,420,423,-1,419,423,19,41
37568,3885,3797,1,319,318.160857861228,1,320,318.69972689494,419,423,-1,418,423,19,41
37568,3885,3797,1,320,318.69972689494,0,320,318.69972689494,418,423,-1,417,423,19,41
37568,3885,3797,1,320,318.69972689494,1,321,319.210181601484,417,423,-1,416,423,19,41
37568,3885,3797,1,321,319.210181601484,0,321,319.210181601484,416,423,-1,415,423,19,41
37568,3885,3797,1,321,319.210181601484,0,321,319.210181601484,415,423,-1,414,423,19,41
37568,3885,3797,1,321,319.210181601484,1,322,319.691725788741,414,423,-1,413,423,19,41
37568,3885,3797,1,322,319.691725788741,0,322,319.691725788741,413,423,-1,412,423,19,41
37568,3885,3797,1,322,319.691725788741,1,323,320.14389150257,412,423,-1,411,423,19,41
37568,3885,3797,1,323,320.14389150257,0,323,320.14389150257,411,423,-1,410,423,19,41
37568,3885,3797,1,323,320.14389150257,1,324,320.566239457659,410,423,-1,409,423,19,41
37568,3885,3797,1,324,320.566239457659,0,324,320.566239457659,409,423,-1,408,423,19,41
37568,3885,3797,1,324,320.566239457659,1,325,320.958359441542,408,423,-1,407,423,19,41
37568,3885,3797,1,325,320.958359441542,0,325,320.958359441542,407,423,-1,406,423,19,41
37568,3885,3797,1,325,320.958359441542,1,326,321.319870691468,406,423,-1,405,423,19,41
37568,3885,3797,1,326,321.319870691468,0,326,321.319870691468,405,423,-1,404,423,19,41
37568,3885,3797,1,326,321.319870691468,0,326,321.319870691468,404,423,-1,403,423,19,41
37568,3885,3797,1,326,321.319870691468,1,327,321.650422243884,403,423,-1,402,423,19,41
37568,3885,3797,1,327,321.650422243884,0,327,321.650422243884,402,423,-1,401,423,19,41
37568,3885,3797,1,327,321.650422243884,1,328,321.949693256264,401,423,-1,400,423,19,41
37568,3885,3797,1,328,321.949693256264,0,328,321.949693256264,400,423,-1,399,423,19,41
37568,3885,3797,1,328,321.949693256264,1,329,322.217393301083,399,423,-1,398,423,19,41
37568,3885,3797,1,329,322.217393301083,0,329,322.217393301083,398,423,-1,397,423,19,41
37568,3885,3797,1,329,322.217393301083,1,330,322.492655016379,397,423,-1,396,423,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,396,423,-1,395,423,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,395,423,-1,394,423.008698009688,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,394,423.008698009688,-1,393,421.860891187433,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,393,421.860891187433,-1,392,420.737195312817,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,392,420.737195312817,-1,391,419.638737980259,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,391,419.638737980259,-1,390,418.566622187318,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,390,418.566622187318,-1,389,417.52192517713,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,389,417.52192517713,-1,388,416.475692026439,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,388,416.475692026439,-1,387,415.41092926231,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,387,415.41092926231,-1,386,414.328660011169,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,386,414.328660011169,-1,385,413.229943688946,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,385,413.229943688946,-1,384,412.115856498288,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,384,412.115856498288,-1,383,410.987490405219,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,383,410.987490405219,-1,382,409.845952098081,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,382,409.845952098081,-1,381,408.692361929616,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,381,408.692361929616,-1,380,407.527852843094,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,380,407.527852843094,-1,379,406.353569283407,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,379,406.353569283407,-1,378,405.170666094081,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,378,405.170666094081,-1,377,403.980307401168,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,377,403.980307401168,-1,376,402.783665485025,19,41
37568,3885,3797,1,330,322.492655016379,0,330,322.492655016379,376,402.783665485025,-1,375,401.581919640986,19,41
37568,3885,3797,1,330,322.492655016379,1,331,322.788118078121,375,401.581919640986,-1,374,400.376255029978,19,41
37568,3885,3797,1,331,322.788118078121,1,332,323.103486809823,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,332,323.103486809823,1,333,323.438445672209,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,333,323.438445672209,1,334,323.792659589995,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,334,323.792659589995,1,335,324.165774298659,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,335,324.165774298659,1,336,324.557416710764,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,336,324.557416710764,1,337,324.967195301419,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,337,324.967195301419,1,338,325.394700512432,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,338,325.394700512432,1,339,325.83950517468,374,400.376255029978,0,374,400.376255029978,19,41
37568,3885,3797,1,339,325.83950517468,1,340,326.301164948214,374,400.376255029978,-1,373,399.167861520138,19,41
37568,3885,3797,1,340,326.301164948214,1,341,326.779218779585,373,399.167861520138,-1,372,397.95793252051,19,41
37568,3885,3797,1,341,326.779218779585,0,341,326.779218779585,372,397.95793252051,-1,371,396.747663807939,19,41
37568,3885,3797,1,341,326.779218779585,0,341,326.779218779585,371,396.747663807939,-1,370,395.538252348268,19,41
37568,3885,3797,1,341,326.779218779585,1,342,327.273189375871,370,395.538252348268,-1,369,394.330895113003,19,41
37568,3885,3797,1,342,327.273189375871,0,342,327.273189375871,369,394.330895113003,-1,368,393.126787892576,19,41
37568,3885,3797,1,342,327.273189375871,1,343,327.782583694866,368,393.126787892576,-1,367,391.927124107416,19,41
37568,3885,3797,1,343,327.782583694866,0,343,327.782583694866,367,391.927124107416,-1,366,390.733093617993,19,41
37568,3885,3797,1,343,327.782583694866,1,344,328.306893450866,366,390.733093617993,-1,365,389.545881535056,19,41
37568,3885,3797,1,344,328.306893450866,0,344,328.306893450866,365,389.545881535056,-1,364,388.366667031283,19,41
37568,3885,3797,1,344,328.306893450866,1,345,328.84559563548,364,388.366667031283,-1,363,387.196622155575,19,41
37568,3885,3797,1,345,328.84559563548,0,345,328.84559563548,363,387.196622155575,-1,362,386.03691065123,19,41
37568,3885,3797,1,345,328.84559563548,1,346,329.398153052888,362,386.03691065123,-1,361,384.888686779261,19,41
37568,3885,3797,1,346,329.398153052888,0,346,329.398153052888,361,384.888686779261,-1,360,383.753094148105,19,41
37568,3885,3797,1,346,329.398153052888,1,347,329.964014868922,360,383.753094148105,-1,359,382.631264550998,19,41
37568,3885,3797,1,347,329.964014868922,0,347,329.964014868922,359,382.631264550998,-1,358,381.52431681228,19,41
37568,3885,3797,1,347,329.964014868922,0,347,329.964014868922,358,381.52431681228,-1,357,380.433355643905,19,41
37568,3885,3797,1,347,329.964014868922,1,348,330.542617173384,357,380.433355643905,-1,356,379.359470513427,19,41
37568,3885,3797,1,348,330.542617173384,0,348,330.542617173384,356,379.359470513427,-1,355,378.303734524743,19,41
37568,3885,3797,1,348,330.542617173384,1,349,331.133383554953,355,378.303734524743,-1,354,377.267203312847,19,41
37568,3885,3797,1,349,331.133383554953,0,349,331.133383554953,354,377.267203312847,-1,353,376.250913953882,19,41
37568,3885,3797,1,349,331.133383554953,1,350,331.735725688045,353,376.250913953882,-1,352,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,352,375.255883891736,1,353,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,353,375.255883891736,1,354,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,354,375.255883891736,1,355,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,355,375.255883891736,1,356,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,356,375.255883891736,1,357,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,357,375.255883891736,1,358,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,358,375.255883891736,1,359,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,359,375.255883891736,1,360,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,360,375.255883891736,1,361,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,361,375.255883891736,1,362,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,362,375.255883891736,1,363,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,363,375.255883891736,1,364,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,364,375.255883891736,1,365,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,365,375.255883891736,1,366,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,366,375.255883891736,1,367,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,367,375.255883891736,1,368,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,368,375.255883891736,1,369,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,369,375.255883891736,1,370,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,370,375.255883891736,1,371,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,371,375.255883891736,1,372,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,372,375.255883891736,1,373,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,0,350,331.735725688045,373,375.255883891736,1,374,375.255883891736,19,41
37568,3885,3797,1,350,331.735725688045,-1,349,331.735725688045,374,375.255883891736,0,374,375.255883891736,19,41
37568,3885,3797,1,349,331.735725688045,-1,348,331.735725688045,374,375.255883891736,0,374,375.255883891736,19,41
37568,3885,3797,1,348,331.735725688045,-1,347,331.735725688045,374,375.255883891736,0,374,375.255883891736,19,41
